9.2468e-10	9.1248e-10	8.8196e-10	8.8196e-10	8.3618e-10	7.9346e-10	8.3618e-10	8.5144e-10	8.7891e-10	8.9111e-10	9.1553e-10	8.9417e-10	8.5449e-10	9.0332e-10	9.3994e-10	8.667e-10	8.606e-10	9.0637e-10	8.728e-10	8.5449e-10	8.2092e-10	7.4768e-10	8.0261e-10	8.3923e-10	8.5449e-10	9.2468e-10	9.2163e-10	9.1248e-10	9.7046e-10	1.0468e-09	1.0986e-09	1.0864e-09	1.1353e-09	1.1658e-09	1.1139e-09	1.062e-09	1.1047e-09	1.2054e-09	1.1963e-09	1.1597e-09	1.2146e-09	1.2238e-09	1.2054e-09	1.1566e-09	1.0895e-09	9.9182e-10	9.3994e-10	9.3689e-10	9.3689e-10	8.667e-10	8.3923e-10	8.2703e-10	8.3008e-10	7.9956e-10	7.4158e-10	7.6904e-10	7.8735e-10	8.3008e-10	9.1858e-10	8.4534e-10	8.3923e-10	8.9417e-10	8.7585e-10	9.3689e-10	9.2468e-10	9.8572e-10	9.8572e-10	9.9182e-10	1.004e-09	1.0712e-09	1.1017e-09	1.0773e-09	1.0956e-09	1.0925e-09	1.1292e-09	1.1597e-09	1.2115e-09	1.1932e-09	1.1719e-09	1.2421e-09	1.2299e-09	1.1261e-09	1.1841e-09	1.181e-09	1.1444e-09	1.1292e-09	1.0529e-09	1.001e-09	9.1248e-10	8.7891e-10	8.5449e-10	8.7585e-10	8.5449e-10	8.1177e-10	7.9651e-10	8.1787e-10	8.4229e-10	8.3008e-10	8.1177e-10	7.9651e-10	8.4229e-10	8.606e-10	8.7585e-10	8.9111e-10	8.7585e-10	8.9722e-10	9.4604e-10	1.0376e-09	1.0681e-09	1.0437e-09	9.8572e-10	9.5215e-10	9.9792e-10	1.0437e-09	1.0101e-09	1.059e-09	1.0223e-09	1.0986e-09	1.0376e-09	1.0254e-09	1.0193e-09	1.0376e-09	1.0071e-09	1.0162e-09	1.0162e-09	1.0834e-09	1.0956e-09	1.1261e-09
9.491e-10	9.4299e-10	9.5215e-10	9.0332e-10	9.1248e-10	9.5825e-10	9.8877e-10	9.7961e-10	9.8267e-10	9.4299e-10	8.9722e-10	8.3923e-10	8.4229e-10	8.4839e-10	7.5378e-10	7.6294e-10	7.7209e-10	8.0261e-10	7.843e-10	7.9956e-10	7.8125e-10	7.6294e-10	7.843e-10	8.3008e-10	8.4534e-10	9.0637e-10	8.9722e-10	8.9111e-10	9.1858e-10	9.6741e-10	9.7351e-10	1.0101e-09	9.9182e-10	1.0284e-09	1.062e-09	1.0681e-09	1.059e-09	1.0254e-09	9.613e-10	9.5825e-10	9.552e-10	8.8806e-10	8.3008e-10	8.2397e-10	8.4229e-10	8.4534e-10	8.3313e-10	8.2092e-10	8.3313e-10	8.1787e-10	7.9956e-10	8.2092e-10	7.9956e-10	7.9956e-10	7.6904e-10	7.9346e-10	7.843e-10	7.9041e-10	7.843e-10	7.782e-10	7.5378e-10	7.2937e-10	7.5684e-10	7.4463e-10	7.4463e-10	7.4463e-10	7.3242e-10	7.6904e-10	7.9956e-10	8.7585e-10	9.0027e-10	9.5215e-10	9.3384e-10	9.491e-10	9.7656e-10	1.0254e-09	9.6741e-10	9.491e-10	9.3689e-10	1.001e-09	1.0376e-09	1.0071e-09	9.5825e-10	9.552e-10	9.6741e-10	9.0942e-10	8.3313e-10	8.3923e-10	7.8735e-10	7.5073e-10	7.5684e-10	7.4768e-10	7.2327e-10	7.3853e-10	7.6904e-10	7.782e-10	8.0261e-10	8.4839e-10	7.9651e-10	7.9651e-10	7.9346e-10	8.4229e-10	7.9041e-10	7.843e-10	8.1787e-10	8.7585e-10	8.7891e-10	8.9722e-10	9.0332e-10	9.5215e-10	8.9722e-10	8.3923e-10	8.8196e-10	8.2703e-10	8.0872e-10	7.9041e-10	8.1787e-10	7.9651e-10	7.8125e-10	8.4229e-10	8.2092e-10	8.3313e-10	8.5449e-10	8.6975e-10	8.7891e-10	8.2703e-10	8.5449e-10	9.1248e-10
8.8501e-10	9.0637e-10	8.9722e-10	8.9417e-10	9.3384e-10	8.9111e-10	8.1177e-10	7.9651e-10	7.9956e-10	7.6904e-10	7.843e-10	8.2703e-10	7.7209e-10	7.4463e-10	8.1177e-10	8.1177e-10	8.1482e-10	8.2092e-10	8.0872e-10	7.9956e-10	8.1787e-10	8.5449e-10	9.0637e-10	9.3689e-10	9.613e-10	9.3689e-10	9.552e-10	9.2163e-10	9.6741e-10	1.0712e-09	1.0895e-09	1.0376e-09	1.0742e-09	1.0559e-09	1.0376e-09	9.4299e-10	9.6741e-10	1.0162e-09	1.0773e-09	1.001e-09	8.4839e-10	8.4229e-10	8.4534e-10	8.4839e-10	8.606e-10	8.5144e-10	8.6975e-10	8.728e-10	8.6365e-10	8.728e-10	8.4534e-10	8.728e-10	8.728e-10	8.3618e-10	8.2397e-10	7.9041e-10	7.6904e-10	8.2397e-10	8.6365e-10	8.4534e-10	8.667e-10	8.3923e-10	8.728e-10	8.0261e-10	8.4229e-10	8.606e-10	9.0332e-10	9.1858e-10	9.3079e-10	9.3994e-10	9.4604e-10	9.2773e-10	9.4299e-10	9.2468e-10	9.3079e-10	9.3994e-10	9.5215e-10	9.9792e-10	9.7656e-10	1.0223e-09	9.1248e-10	7.9041e-10	8.2397e-10	8.1482e-10	8.3313e-10	8.5144e-10	8.1787e-10	8.0872e-10	8.2092e-10	8.5144e-10	8.6365e-10	8.728e-10	7.8125e-10	8.3923e-10	8.4534e-10	8.1787e-10	8.4534e-10	8.1787e-10	8.1787e-10	8.9417e-10	8.6365e-10	8.5449e-10	9.2163e-10	1.0162e-09	1.0071e-09	9.9487e-10	9.4299e-10	9.9487e-10	9.9182e-10	8.8806e-10	9.3384e-10	8.9111e-10	8.6365e-10	8.728e-10	8.5449e-10	8.3618e-10	8.7585e-10	8.4839e-10	8.4534e-10	8.7891e-10	9.2468e-10	8.8501e-10	8.8196e-10	8.7891e-10	8.9111e-10	9.2773e-10	9.9487e-10	9.7351e-10
9.8877e-10	9.8877e-10	9.9792e-10	1.0132e-09	9.5215e-10	9.8267e-10	9.2163e-10	9.0332e-10	9.2468e-10	8.2092e-10	8.5449e-10	8.8501e-10	8.8806e-10	8.4229e-10	8.3008e-10	7.782e-10	7.3242e-10	7.843e-10	7.782e-10	7.5684e-10	7.9041e-10	8.7585e-10	8.7585e-10	8.5449e-10	8.4534e-10	9.5215e-10	9.8572e-10	1.0223e-09	1.0162e-09	1.062e-09	1.123e-09	1.0651e-09	1.0986e-09	1.12e-09	1.1444e-09	1.1414e-09	1.1414e-09	1.1566e-09	1.1871e-09	1.1871e-09	1.178e-09	1.0406e-09	9.491e-10	8.6975e-10	8.6975e-10	8.3923e-10	8.606e-10	8.7585e-10	8.7585e-10	8.6365e-10	8.9417e-10	8.606e-10	8.3008e-10	8.5449e-10	8.5144e-10	8.606e-10	9.0637e-10	9.2163e-10	9.4299e-10	9.6436e-10	9.4299e-10	9.5215e-10	9.2163e-10	9.2773e-10	9.0942e-10	9.1858e-10	9.3384e-10	9.7656e-10	9.8267e-10	9.9487e-10	1.0254e-09	1.0742e-09	1.0681e-09	1.0651e-09	1.0468e-09	1.1261e-09	1.1475e-09	1.1871e-09	1.2543e-09	1.1871e-09	1.2146e-09	1.1688e-09	1.2115e-09	1.1536e-09	1.0376e-09	9.7351e-10	9.3384e-10	9.8267e-10	9.9792e-10	9.8267e-10	9.9792e-10	1.0376e-09	1.0254e-09	1.0406e-09	1.0284e-09	1.0712e-09	1.0895e-09	1.0712e-09	1.0651e-09	1.0651e-09	1.0834e-09	1.1261e-09	1.1932e-09	1.2665e-09	1.2543e-09	1.2543e-09	1.2543e-09	1.2909e-09	1.2634e-09	1.1932e-09	1.1292e-09	1.1353e-09	1.0986e-09	1.1353e-09	1.0803e-09	1.062e-09	1.0773e-09	1.1322e-09	1.1078e-09	1.0498e-09	1.0254e-09	1.0681e-09	1.0864e-09	1.0712e-09	1.0193e-09	9.8877e-10	9.5215e-10	9.7351e-10
9.5215e-10	9.7656e-10	9.3384e-10	8.5144e-10	7.9346e-10	7.8735e-10	7.7515e-10	8.2092e-10	7.9041e-10	7.8125e-10	8.1177e-10	8.3618e-10	8.2703e-10	8.2092e-10	7.9041e-10	7.8125e-10	7.8735e-10	8.606e-10	8.7891e-10	9.3384e-10	9.4299e-10	9.5215e-10	8.7891e-10	8.728e-10	9.0942e-10	9.5825e-10	9.9792e-10	9.8877e-10	1.0071e-09	9.9487e-10	1.0345e-09	1.0437e-09	1.0284e-09	1.0284e-09	1.0895e-09	1.0834e-09	1.0193e-09	9.8267e-10	9.3384e-10	9.0942e-10	9.1858e-10	9.3384e-10	9.3689e-10	9.7656e-10	9.4299e-10	9.8267e-10	9.7351e-10	9.0637e-10	9.491e-10	8.7585e-10	7.9346e-10	7.5073e-10	7.6904e-10	7.9346e-10	8.0261e-10	8.606e-10	8.3618e-10	8.2092e-10	8.4839e-10	9.6741e-10	1.0132e-09	1.1292e-09	1.0376e-09	9.3079e-10	9.1553e-10	9.3689e-10	9.6741e-10	9.7961e-10	9.3689e-10	9.1248e-10	9.5825e-10	9.3079e-10	9.3079e-10	9.9792e-10	9.9182e-10	9.7656e-10	9.6741e-10	9.7351e-10	1.0101e-09	1.0071e-09	1.0223e-09	9.9487e-10	9.2468e-10	8.2703e-10	8.4229e-10	8.2092e-10	8.3313e-10	8.5144e-10	8.2397e-10	9.0637e-10	9.1248e-10	9.1858e-10	9.0942e-10	9.6436e-10	9.3079e-10	9.491e-10	9.7046e-10	9.7656e-10	9.3689e-10	9.2468e-10	9.1858e-10	9.2773e-10	9.3079e-10	9.2773e-10	9.3079e-10	9.8572e-10	1.0559e-09	1.0895e-09	1.062e-09	9.613e-10	1.0529e-09	1.0925e-09	1.0925e-09	1.0254e-09	1.0284e-09	9.7351e-10	9.6436e-10	9.1248e-10	8.728e-10	8.8196e-10	9.0332e-10	9.2468e-10	8.2092e-10	8.1482e-10	7.843e-10	7.9346e-10	7.782e-10	7.9956e-10
9.3079e-10	9.2773e-10	8.5144e-10	8.3923e-10	8.1177e-10	8.1177e-10	7.7209e-10	7.9346e-10	7.7209e-10	7.6599e-10	8.1787e-10	7.782e-10	7.6599e-10	8.0566e-10	7.782e-10	8.1482e-10	8.3313e-10	8.3923e-10	8.4534e-10	8.8501e-10	9.0332e-10	8.9722e-10	8.7585e-10	9.3689e-10	9.5825e-10	9.491e-10	9.7046e-10	9.5825e-10	9.4299e-10	9.2468e-10	9.613e-10	9.7961e-10	9.6436e-10	9.8572e-10	9.613e-10	9.9487e-10	9.8877e-10	9.613e-10	9.613e-10	9.0332e-10	8.9111e-10	8.8806e-10	8.8501e-10	8.3618e-10	8.667e-10	8.2092e-10	7.843e-10	8.1177e-10	7.9651e-10	7.7209e-10	8.1482e-10	8.0261e-10	8.2092e-10	8.0566e-10	8.6975e-10	8.606e-10	8.6975e-10	8.4839e-10	8.3618e-10	8.2397e-10	8.7585e-10	9.3994e-10	9.0027e-10	8.5449e-10	8.8196e-10	8.728e-10	8.6365e-10	8.606e-10	8.7585e-10	9.3384e-10	9.5215e-10	9.7656e-10	9.6436e-10	9.491e-10	9.5215e-10	9.3689e-10	9.5215e-10	8.7585e-10	8.3618e-10	8.1482e-10	7.9346e-10	7.843e-10	7.5073e-10	7.4463e-10	7.6599e-10	7.9956e-10	7.5684e-10	7.4463e-10	8.0872e-10	8.2092e-10	7.9651e-10	8.4839e-10	8.9111e-10	8.8196e-10	8.8806e-10	9.1248e-10	9.0332e-10	9.491e-10	9.2773e-10	9.491e-10	9.8267e-10	1.0864e-09	1.0742e-09	1.0529e-09	1.0406e-09	1.0529e-09	1.1749e-09	1.181e-09	1.1414e-09	1.1169e-09	1.1353e-09	1.1261e-09	1.0834e-09	1.0345e-09	9.8267e-10	9.9792e-10	9.8267e-10	9.1858e-10	9.1858e-10	8.9417e-10	9.0637e-10	8.667e-10	8.1177e-10	8.1787e-10	7.8735e-10	7.782e-10	7.8125e-10	8.1787e-10
9.4299e-10	9.491e-10	8.6975e-10	8.1177e-10	7.5989e-10	8.0566e-10	8.728e-10	8.6365e-10	8.667e-10	8.6975e-10	8.8501e-10	7.9651e-10	8.4229e-10	8.2092e-10	8.2703e-10	7.9041e-10	8.1482e-10	8.1482e-10	8.0261e-10	8.0261e-10	8.4839e-10	8.5449e-10	9.3079e-10	9.2163e-10	8.728e-10	8.4534e-10	8.9417e-10	9.2468e-10	9.613e-10	9.6436e-10	9.4299e-10	9.5215e-10	9.5215e-10	9.613e-10	9.7656e-10	1.0071e-09	1.004e-09	9.9792e-10	1.004e-09	9.9182e-10	9.5215e-10	9.1248e-10	8.667e-10	8.6365e-10	7.7209e-10	7.4463e-10	7.4463e-10	7.4158e-10	7.5073e-10	7.5989e-10	7.8125e-10	7.7209e-10	7.9956e-10	7.8735e-10	8.3923e-10	8.1482e-10	8.606e-10	9.3079e-10	9.1553e-10	9.3994e-10	9.7046e-10	9.3689e-10	9.3079e-10	8.8806e-10	8.3313e-10	8.4229e-10	8.9111e-10	9.2773e-10	9.491e-10	1.004e-09	9.9182e-10	9.8267e-10	9.7961e-10	9.7961e-10	9.5215e-10	9.0332e-10	9.613e-10	9.1553e-10	9.3079e-10	1.001e-09	9.3079e-10	9.2773e-10	8.9111e-10	8.1482e-10	7.9651e-10	8.606e-10	8.0566e-10	8.4839e-10	8.1177e-10	7.9346e-10	8.2397e-10	8.3313e-10	8.2092e-10	7.9651e-10	8.2703e-10	9.0637e-10	8.4534e-10	8.3618e-10	9.3079e-10	9.7961e-10	9.7656e-10	9.3689e-10	9.8877e-10	9.4299e-10	9.491e-10	9.1858e-10	8.9417e-10	9.1248e-10	8.9722e-10	8.8806e-10	9.5215e-10	9.0027e-10	8.6975e-10	8.4229e-10	8.6975e-10	8.3923e-10	8.4534e-10	8.4534e-10	8.1177e-10	8.2703e-10	7.9346e-10	8.2397e-10	8.5144e-10	8.1482e-10	8.1787e-10	8.3313e-10	8.4229e-10	8.4229e-10
9.7351e-10	8.728e-10	8.8196e-10	8.4534e-10	8.3313e-10	8.1177e-10	7.8735e-10	8.3008e-10	8.8501e-10	8.2397e-10	7.9956e-10	8.1177e-10	8.3618e-10	8.4534e-10	8.2703e-10	8.1177e-10	8.4229e-10	8.5144e-10	8.2397e-10	8.4229e-10	8.5449e-10	8.4534e-10	8.8196e-10	9.1858e-10	9.2163e-10	9.8267e-10	9.8572e-10	1.0071e-09	1.004e-09	9.9182e-10	1.0376e-09	1.0529e-09	1.0834e-09	1.0956e-09	1.1047e-09	1.0925e-09	1.1047e-09	1.0437e-09	1.0834e-09	1.0345e-09	1.001e-09	9.7046e-10	8.9111e-10	8.3313e-10	7.8735e-10	7.6599e-10	7.3242e-10	7.4768e-10	7.6294e-10	7.7209e-10	7.4768e-10	7.5378e-10	7.6599e-10	7.843e-10	8.1482e-10	7.8735e-10	8.1177e-10	8.3008e-10	8.1787e-10	8.5754e-10	8.9722e-10	9.0332e-10	8.5144e-10	8.6975e-10	8.9417e-10	8.9722e-10	9.5825e-10	9.7961e-10	9.9487e-10	1.0284e-09	1.0345e-09	1.0315e-09	9.8877e-10	9.3689e-10	9.6741e-10	9.9792e-10	8.9111e-10	8.3618e-10	9.5215e-10	9.1553e-10	8.8806e-10	9.3689e-10	9.3994e-10	9.7046e-10	8.9417e-10	8.7891e-10	9.1858e-10	8.7585e-10	8.6975e-10	8.2397e-10	8.6975e-10	8.5754e-10	8.606e-10	8.1482e-10	8.2703e-10	8.7585e-10	8.606e-10	8.8501e-10	9.3079e-10	9.2163e-10	9.2468e-10	8.9722e-10	8.9111e-10	8.728e-10	1.0223e-09	1.004e-09	1.0254e-09	1.0925e-09	1.0712e-09	1.0681e-09	1.0895e-09	1.0712e-09	1.0651e-09	1.0437e-09	9.613e-10	9.2468e-10	9.3689e-10	9.3384e-10	9.552e-10	9.6741e-10	9.4299e-10	9.0332e-10	9.1858e-10	9.0637e-10	8.8196e-10	8.7891e-10	9.0332e-10	9.0332e-10
1.0223e-09	1.0376e-09	1.0071e-09	9.5215e-10	9.2163e-10	9.0942e-10	8.7891e-10	8.7585e-10	8.5754e-10	8.2397e-10	8.2703e-10	8.4229e-10	8.2092e-10	8.3008e-10	8.4229e-10	7.8125e-10	8.2397e-10	8.6975e-10	9.0332e-10	9.0942e-10	9.2773e-10	9.3689e-10	9.552e-10	9.7046e-10	1.004e-09	1.004e-09	9.7046e-10	1.0193e-09	1.0223e-09	1.0315e-09	1.0162e-09	1.0498e-09	1.0406e-09	1.0223e-09	1.0498e-09	1.12e-09	1.1719e-09	1.1688e-09	1.1047e-09	1.0498e-09	1.0132e-09	9.8572e-10	9.2773e-10	9.0332e-10	9.0942e-10	9.3994e-10	8.8196e-10	8.667e-10	8.9111e-10	8.8806e-10	8.8806e-10	8.7891e-10	8.7585e-10	8.9417e-10	9.1858e-10	8.9417e-10	8.9722e-10	9.3689e-10	9.3384e-10	8.8501e-10	8.728e-10	8.9111e-10	9.1553e-10	8.9417e-10	8.7585e-10	8.9417e-10	9.6436e-10	9.613e-10	9.2773e-10	9.5215e-10	9.7046e-10	9.3994e-10	9.8267e-10	9.6436e-10	8.4229e-10	8.2092e-10	7.6294e-10	7.9346e-10	7.9651e-10	8.1177e-10	8.1787e-10	8.2397e-10	8.3618e-10	8.3618e-10	8.3008e-10	8.0566e-10	8.3923e-10	8.2703e-10	8.6365e-10	8.1482e-10	8.0872e-10	7.9346e-10	8.0261e-10	8.606e-10	9.0027e-10	9.0332e-10	8.7585e-10	8.9111e-10	9.0027e-10	9.4604e-10	9.7046e-10	9.7046e-10	9.9487e-10	1.0345e-09	1.004e-09	1.0071e-09	1.0223e-09	1.0132e-09	1.0071e-09	1.0162e-09	1.0101e-09	1.0712e-09	1.0803e-09	9.8572e-10	9.6436e-10	9.2773e-10	9.0942e-10	8.9417e-10	8.9111e-10	8.6365e-10	8.2703e-10	8.1787e-10	7.9651e-10	8.0261e-10	8.4229e-10	8.3008e-10	8.3923e-10	8.3618e-10
8.7891e-10	8.5754e-10	8.4839e-10	7.843e-10	7.1411e-10	7.0496e-10	7.2021e-10	7.4158e-10	7.4768e-10	7.5684e-10	7.8735e-10	7.7209e-10	8.2092e-10	7.9956e-10	8.4534e-10	8.7891e-10	9.6436e-10	9.613e-10	9.6436e-10	8.667e-10	8.728e-10	9.8877e-10	1.0406e-09	1.0406e-09	1.0864e-09	1.0773e-09	1.0376e-09	1.0132e-09	9.5215e-10	9.7961e-10	9.9792e-10	9.7351e-10	1.001e-09	9.7961e-10	9.9792e-10	9.613e-10	9.3079e-10	9.3689e-10	9.613e-10	9.7656e-10	9.8877e-10	9.1553e-10	8.9722e-10	8.3618e-10	8.2703e-10	8.2092e-10	7.9041e-10	7.9651e-10	7.8735e-10	7.9041e-10	8.2092e-10	8.6365e-10	8.3008e-10	8.1177e-10	7.8125e-10	8.3618e-10	8.9722e-10	8.7585e-10	8.2397e-10	8.667e-10	8.728e-10	9.3689e-10	8.9417e-10	8.9111e-10	9.613e-10	9.552e-10	8.7585e-10	8.8501e-10	9.3994e-10	9.1553e-10	9.6741e-10	9.7046e-10	9.1248e-10	9.2468e-10	9.3994e-10	9.2773e-10	9.6436e-10	9.5215e-10	8.9722e-10	8.5144e-10	8.7585e-10	8.3923e-10	8.3313e-10	8.0872e-10	8.2703e-10	8.4229e-10	8.1787e-10	8.3923e-10	8.5449e-10	8.5144e-10	8.728e-10	8.8196e-10	8.8196e-10	8.4839e-10	9.1858e-10	1.0162e-09	1.062e-09	1.0529e-09	1.0132e-09	1.0681e-09	1.0834e-09	1.1047e-09	1.0986e-09	1.0498e-09	1.0681e-09	1.123e-09	1.1017e-09	1.0986e-09	1.0864e-09	1.0529e-09	1.0803e-09	1.0864e-09	1.0559e-09	9.8267e-10	9.7961e-10	9.5825e-10	9.6741e-10	1.0132e-09	1.0315e-09	1.0681e-09	9.613e-10	8.4229e-10	9.3689e-10	8.606e-10	8.3313e-10	9.0332e-10	9.613e-10	9.2468e-10
7.6904e-10	7.4463e-10	7.843e-10	7.6599e-10	7.9041e-10	7.5989e-10	7.5684e-10	7.7515e-10	7.4463e-10	7.7209e-10	7.843e-10	8.3923e-10	8.3313e-10	8.6365e-10	8.667e-10	9.0332e-10	8.667e-10	9.0332e-10	9.0332e-10	8.8196e-10	9.2468e-10	9.3384e-10	9.491e-10	9.9792e-10	9.9182e-10	1.0529e-09	1.0681e-09	1.0681e-09	1.062e-09	1.0834e-09	1.0773e-09	1.0773e-09	1.0956e-09	1.0712e-09	1.0651e-09	1.059e-09	9.9792e-10	9.9792e-10	9.1248e-10	8.728e-10	8.0261e-10	7.6599e-10	7.5073e-10	6.9885e-10	6.7444e-10	6.8665e-10	7.6294e-10	7.7515e-10	7.4158e-10	7.5684e-10	8.1482e-10	7.782e-10	8.5449e-10	8.2397e-10	9.1858e-10	9.1553e-10	8.8806e-10	9.2468e-10	9.1553e-10	9.4299e-10	8.8196e-10	8.728e-10	8.9417e-10	9.7046e-10	9.7961e-10	9.7961e-10	1.0101e-09	9.4604e-10	9.1858e-10	9.3689e-10	9.1248e-10	9.2773e-10	8.7585e-10	8.5449e-10	8.3618e-10	8.3618e-10	7.6904e-10	7.6599e-10	7.9651e-10	8.0261e-10	8.1177e-10	8.1482e-10	8.0566e-10	8.3008e-10	8.0566e-10	8.1787e-10	8.2703e-10	8.1482e-10	7.6599e-10	7.4768e-10	7.4768e-10	7.5989e-10	7.5989e-10	8.0872e-10	8.3313e-10	8.4534e-10	8.4839e-10	8.5449e-10	9.4299e-10	9.2163e-10	9.5215e-10	9.613e-10	9.3079e-10	9.7656e-10	1.0864e-09	1.123e-09	1.1169e-09	1.0742e-09	1.0681e-09	1.0742e-09	1.0284e-09	9.9792e-10	9.9792e-10	1.004e-09	9.9792e-10	9.1858e-10	8.9111e-10	8.6365e-10	8.4229e-10	7.9651e-10	7.8735e-10	8.1177e-10	8.3008e-10	8.0261e-10	8.1787e-10	7.6904e-10	8.3618e-10	8.4534e-10
9.3994e-10	9.4299e-10	8.7585e-10	8.667e-10	8.4534e-10	8.5449e-10	8.5754e-10	8.9417e-10	8.8196e-10	9.0942e-10	9.1248e-10	8.6975e-10	8.7585e-10	8.5449e-10	8.3923e-10	8.3618e-10	8.667e-10	8.3313e-10	8.6365e-10	8.667e-10	9.1858e-10	9.3689e-10	9.1858e-10	9.3994e-10	9.552e-10	1.0803e-09	1.0773e-09	9.7656e-10	1.004e-09	9.9487e-10	9.9792e-10	9.8877e-10	1.0254e-09	9.8572e-10	9.5215e-10	1.0376e-09	1.0681e-09	1.0834e-09	1.0712e-09	1.0834e-09	1.0376e-09	9.3079e-10	8.4229e-10	7.9346e-10	8.3923e-10	8.3923e-10	8.1787e-10	8.728e-10	8.728e-10	9.2773e-10	9.3384e-10	9.3994e-10	1.0315e-09	1.0345e-09	9.7961e-10	1.0834e-09	1.1444e-09	1.1688e-09	1.1383e-09	1.1444e-09	1.1993e-09	1.236e-09	1.2115e-09	1.2177e-09	1.236e-09	1.1536e-09	1.1444e-09	1.1261e-09	1.1169e-09	1.0559e-09	9.8267e-10	9.613e-10	9.7961e-10	9.3079e-10	8.6975e-10	8.4229e-10	8.9417e-10	8.5449e-10	8.606e-10	8.728e-10	8.8196e-10	9.0027e-10	8.7585e-10	8.6975e-10	8.9417e-10	8.7891e-10	8.7891e-10	8.7891e-10	8.4229e-10	8.667e-10	8.9722e-10	9.2163e-10	9.491e-10	9.6741e-10	1.001e-09	1.0223e-09	1.0254e-09	1.001e-09	1.004e-09	9.9487e-10	1.0345e-09	1.062e-09	1.1047e-09	1.123e-09	1.1261e-09	1.123e-09	1.1078e-09	1.1688e-09	1.1505e-09	1.0681e-09	1.0468e-09	1.0193e-09	1.0437e-09	1.0437e-09	9.613e-10	9.613e-10	1.0468e-09	1.0712e-09	1.059e-09	1.0193e-09	1.0651e-09	1.0284e-09	9.491e-10	9.8877e-10	1.0406e-09	1.0162e-09	1.001e-09	9.552e-10
9.3079e-10	9.5825e-10	9.8267e-10	9.5825e-10	9.7656e-10	9.8877e-10	1.0193e-09	1.0559e-09	9.5215e-10	9.0332e-10	9.1553e-10	9.1248e-10	9.0637e-10	9.3079e-10	9.491e-10	9.4604e-10	1.001e-09	1.0864e-09	1.0498e-09	1.0193e-09	9.9182e-10	1.0498e-09	9.7656e-10	9.3994e-10	8.8196e-10	8.5449e-10	8.4839e-10	8.7585e-10	9.3384e-10	9.8267e-10	9.7351e-10	1.0071e-09	9.7046e-10	1.0223e-09	9.9182e-10	9.7961e-10	9.9792e-10	9.6436e-10	8.3008e-10	8.0566e-10	8.5144e-10	8.4229e-10	7.9346e-10	7.782e-10	7.9956e-10	7.7515e-10	7.782e-10	7.9346e-10	8.2703e-10	8.5144e-10	8.667e-10	8.8196e-10	8.5144e-10	9.3994e-10	9.3079e-10	9.491e-10	9.491e-10	9.552e-10	1.0162e-09	1.001e-09	9.9487e-10	1.0132e-09	1.0498e-09	1.0559e-09	1.0681e-09	1.0406e-09	1.0223e-09	1.0712e-09	1.0803e-09	1.0895e-09	1.0986e-09	1.0925e-09	1.0071e-09	1.001e-09	9.7961e-10	9.5215e-10	9.4604e-10	9.2468e-10	8.5754e-10	9.0942e-10	9.2773e-10	9.2773e-10	8.7891e-10	8.7891e-10	8.728e-10	8.9722e-10	9.0027e-10	9.0332e-10	9.2773e-10	9.2468e-10	9.6436e-10	9.491e-10	9.3384e-10	9.7351e-10	1.001e-09	1.0406e-09	1.0834e-09	1.0712e-09	1.1108e-09	1.1169e-09	1.1566e-09	1.1505e-09	1.1749e-09	1.1536e-09	1.1414e-09	1.0986e-09	1.0864e-09	1.0895e-09	1.0864e-09	1.0834e-09	9.9182e-10	9.4299e-10	9.3689e-10	9.1248e-10	9.1248e-10	9.0027e-10	8.667e-10	8.8501e-10	8.728e-10	8.5144e-10	8.0566e-10	8.0261e-10	8.2397e-10	8.1482e-10	8.4534e-10	8.8196e-10	8.4839e-10	8.1787e-10
